5. (0.390689, 0.838720, 0.693556, 0.286720, 0.428571, 0.533381, 0.209477, 0.299241)  (0.403605, 0.852081, 0.698838, 0.290880, 0.390798, 0.532317, 0.194953, 0.293956)  (0.411795, 0.866468, 0.701432, 0.290780, 0.357572, 0.530817, 0.190006, 0.286521)  (0.413651, 0.875693, 0.699600, 0.284047, 0.330935, 0.530262, 0.190270, 0.279140)  (0.407572, 0.876627, 0.691008, 0.268176, 0.308677, 0.531700, 0.193307, 0.271755)  (0.393449, 0.869901, 0.674317, 0.241754, 0.284054, 0.534272, 0.196234, 0.262293)  (0.372846, 0.858124, 0.650253, 0.206125, 0.251246, 0.535465, 0.195264, 0.248873)  (0.348637, 0.844257, 0.621536, 0.165767, 0.210206, 0.532930, 0.188047, 0.231542)  (0.324529, 0.830666, 0.591720, 0.126728, 0.166351, 0.526191, 0.175381, 0.212326)  (0.304258, 0.818315, 0.563461, 0.094164, 0.126540, 0.516816, 0.160279, 0.194001)  (0.290640, 0.806392, 0.537203, 0.070659, 0.095292, 0.507141, 0.145683, 0.178628)  (0.285003, 0.792809, 0.511103, 0.056160, 0.073570, 0.498834, 0.132995, 0.166800)  (0.287111, 0.775347, 0.482251, 0.049003, 0.059774, 0.492315, 0.122125, 0.157779)  (0.295360, 0.752799, 0.448515, 0.047088, 0.051413, 0.487044, 0.112379, 0.150183)  (0.307381, 0.725543, 0.409928, 0.048701, 0.046361, 0.482246, 0.103377, 0.142878)  (0.320920, 0.695086, 0.368493, 0.052932, 0.043333, 0.477384, 0.095396, 0.135537)  (0.332878, 0.663094, 0.327636, 0.059556, 0.041569, 0.471785, 0.089023, 0.127898)  (0.337685, 0.631306, 0.292543, 0.068580, 0.040364, 0.464256, 0.084933, 0.118933)  (0.329271, 0.601263, 0.268362, 0.080232, 0.039135, 0.453723, 0.083969, 0.107624)  (0.303714, 0.573506, 0.257468, 0.095005, 0.037505, 0.440061, 0.086991, 0.093735)  (0.261841, 0.548156, 0.257992, 0.112668, 0.035392, 0.424791, 0.094638, 0.077831)  (0.212095, 0.525450, 0.262564, 0.131055, 0.033403, 0.410845, 0.107468, 0.060613)  (0.164665, 0.505217, 0.263079, 0.147880, 0.032224, 0.400768, 0.125163, 0.043063)  (0.126358, 0.488295, 0.258030, 0.161893, 0.031674, 0.395669, 0.144124, 0.028279)  (0.101961, 0.476680, 0.251571, 0.171474, 0.031251, 0.394108, 0.158523, 0.019187)  (0.092093, 0.471359, 0.248897, 0.175326, 0.030608, 0.392457, 0.164082, 0.015752)  

6. (0.399306, 0.812420, 0.701368, 0.297029, 0.405958, 0.547582, 0.148884, 0.321915)  (0.410376, 0.831370, 0.706897, 0.301266, 0.371066, 0.545085, 0.144756, 0.314407)  (0.420006, 0.853433, 0.711400, 0.299540, 0.335507, 0.539723, 0.148646, 0.302629)  (0.422945, 0.871836, 0.714459, 0.290203, 0.307445, 0.532613, 0.153424, 0.293275)  (0.417685, 0.877378, 0.709698, 0.272038, 0.284139, 0.530697, 0.158472, 0.285472)  (0.402720, 0.872650, 0.695985, 0.243223, 0.259702, 0.532079, 0.162314, 0.276663)  (0.379258, 0.862501, 0.674112, 0.205044, 0.227282, 0.533053, 0.163037, 0.263229)  (0.350099, 0.851273, 0.647143, 0.162157, 0.186599, 0.530149, 0.159206, 0.244275)  (0.319495, 0.841545, 0.619162, 0.120936, 0.143457, 0.522532, 0.151434, 0.222081)  (0.292327, 0.833799, 0.593436, 0.086905, 0.105131, 0.512147, 0.141973, 0.200448)  (0.272546, 0.826460, 0.570796, 0.062923, 0.076295, 0.501956, 0.133016, 0.182459)  (0.261944, 0.816605, 0.549277, 0.049024, 0.057763, 0.493939, 0.125463, 0.169085)  (0.259589, 0.801187, 0.525378, 0.043402, 0.047527, 0.488157, 0.118837, 0.158984)  (0.261715, 0.778439, 0.496723, 0.043508, 0.042493, 0.483154, 0.112113, 0.149254)  (0.264664, 0.749504, 0.464266, 0.047168, 0.040174, 0.477845, 0.105239, 0.138228)  (0.271139, 0.717375, 0.428804, 0.054237, 0.039966, 0.472970, 0.099522, 0.128536)  (0.283620, 0.682302, 0.389231, 0.065990, 0.041818, 0.468599, 0.095810, 0.121931)  (0.291598, 0.644675, 0.351744, 0.081658, 0.044000, 0.462209, 0.094102, 0.114194)  (0.282421, 0.608673, 0.326391, 0.099119, 0.044578, 0.451546, 0.094238, 0.102242)  (0.251699, 0.576906, 0.316704, 0.118039, 0.042714, 0.436868, 0.095521, 0.088393)  (0.204488, 0.550629, 0.319599, 0.137590, 0.038577, 0.421255, 0.097413, 0.076399)  (0.159669, 0.530640, 0.323090, 0.153172, 0.035322, 0.408262, 0.103502, 0.064352)  (0.126827, 0.512894, 0.316217, 0.163621, 0.035629, 0.397462, 0.119010, 0.046672)  (0.100968, 0.495796, 0.303948, 0.172832, 0.036951, 0.389305, 0.139355, 0.029052)  (0.083925, 0.483266, 0.295915, 0.180717, 0.036817, 0.384769, 0.154425, 0.019932)  (0.077348, 0.477090, 0.293044, 0.184256, 0.035359, 0.382454, 0.160182, 0.017380)  

7. (0.393425, 0.776788, 0.697031, 0.311747, 0.402730, 0.577147, 0.111078, 0.348741)  (0.403323, 0.797851, 0.702668, 0.311890, 0.370283, 0.571971, 0.114293, 0.338957)  (0.441455, 0.795292, 0.676922, 0.312730, 0.291209, 0.596941, 0.154058, 0.288040)  (0.419978, 0.856816, 0.720358, 0.286806, 0.294624, 0.542557, 0.131031, 0.310861)  (0.415904, 0.869948, 0.721632, 0.262990, 0.264638, 0.534030, 0.135535, 0.302849)  (0.401720, 0.868271, 0.711672, 0.231575, 0.236247, 0.532780, 0.138042, 0.294435)  (0.377950, 0.860253, 0.692538, 0.193083, 0.202831, 0.532333, 0.138197, 0.280892)  (0.346996, 0.851779, 0.667536, 0.151177, 0.163264, 0.528064, 0.135935, 0.260231)  (0.313039, 0.845700, 0.640991, 0.111209, 0.122385, 0.518825, 0.131740, 0.234802)  (0.281648, 0.842131, 0.616702, 0.078188, 0.086700, 0.506890, 0.126830, 0.209361)  (0.257739, 0.838932, 0.596155, 0.055020, 0.060534, 0.495777, 0.122388, 0.188114)  (0.243356, 0.832453, 0.577656, 0.042026, 0.044626, 0.487679, 0.118701, 0.172377)  (0.235466, 0.818231, 0.557293, 0.037420, 0.036743, 0.481851, 0.114713, 0.159139)  (0.223698, 0.792360, 0.533583, 0.037560, 0.032843, 0.475056, 0.108811, 0.140943)  (0.201228, 0.758555, 0.512860, 0.038709, 0.029681, 0.466759, 0.102379, 0.115615)  (0.189708, 0.728497, 0.493145, 0.043855, 0.029328, 0.461358, 0.099108, 0.098523)  (0.208749, 0.698974, 0.457462, 0.059513, 0.034222, 0.457244, 0.100446, 0.096223)  (0.235159, 0.658100, 0.415427, 0.091620, 0.044184, 0.458458, 0.101739, 0.101346)  (0.231050, 0.614788, 0.388632, 0.121501, 0.047927, 0.450314, 0.104584, 0.092238)  (0.195517, 0.579402, 0.380187, 0.145812, 0.044688, 0.435601, 0.101881, 0.081951)  (0.143825, 0.553594, 0.382071, 0.165098, 0.035740, 0.420543, 0.091173, 0.082340)  (0.107572, 0.539291, 0.383352, 0.175289, 0.030195, 0.410316, 0.085532, 0.082838)  (0.092852, 0.527408, 0.374760, 0.178260, 0.036525, 0.396829, 0.100090, 0.063209)  (0.078959, 0.510478, 0.365313, 0.183905, 0.044911, 0.378650, 0.125792, 0.037447)  (0.067863, 0.494815, 0.366714, 0.193288, 0.046382, 0.364338, 0.144479, 0.027296)  (0.064087, 0.486283, 0.368851, 0.198277, 0.043725, 0.358505, 0.151498, 0.026235)  

8. (0.380944, 0.741962, 0.686975, 0.325052, 0.408204, 0.610294, 0.090487, 0.373065)  (0.388349, 0.763050, 0.694907, 0.318513, 0.381065, 0.599968, 0.094312, 0.364754)  (0.400562, 0.800895, 0.709359, 0.298017, 0.334762, 0.576316, 0.104970, 0.346992)  (0.406577, 0.836474, 0.724697, 0.269014, 0.284943, 0.552921, 0.112417, 0.334061)  (0.403489, 0.854031, 0.730501, 0.236818, 0.241959, 0.540442, 0.116328, 0.325904)  (0.390246, 0.855836, 0.724601, 0.202749, 0.206645, 0.536214, 0.117029, 0.318227)  (0.368161, 0.850600, 0.708373, 0.167039, 0.172563, 0.533570, 0.116564, 0.304336)  (0.338713, 0.845023, 0.685188, 0.130680, 0.136701, 0.527252, 0.115845, 0.281682)  (0.305103, 0.842051, 0.659348, 0.096370, 0.101175, 0.516014, 0.115029, 0.252724)  (0.272769, 0.841660, 0.635076, 0.067663, 0.070455, 0.502307, 0.114218, 0.223008)  (0.247178, 0.841538, 0.614697, 0.047266, 0.048059, 0.489998, 0.113559, 0.197779)  (0.230377, 0.837546, 0.597068, 0.035977, 0.034793, 0.481377, 0.112756, 0.178558)  (0.215918, 0.822938, 0.577752, 0.032197, 0.028504, 0.474681, 0.110146, 0.159315)  (0.182744, 0.788635, 0.556932, 0.030386, 0.023968, 0.465055, 0.103961, 0.124492)  (0.123636, 0.742284, 0.551851, 0.024237, 0.016938, 0.456047, 0.100066, 0.074857)  (0.095426, 0.714144, 0.549994, 0.021503, 0.013192, 0.451478, 0.103247, 0.048099)  (0.150715, 0.701017, 0.482360, 0.021803, 0.011314, 0.416830, 0.119794, 0.039135)  (0.175472, 0.668715, 0.472565, 0.091593, 0.037996, 0.451306, 0.108071, 0.077703)  (0.181802, 0.617502, 0.447249, 0.145430, 0.046570, 0.450177, 0.115001, 0.074923)  (0.152102, 0.580123, 0.439071, 0.175396, 0.040907, 0.435647, 0.107713, 0.069401)  (0.118251, 0.555281, 0.435333, 0.192285, 0.027773, 0.417542, 0.083987, 0.081347)  (0.085375, 0.545650, 0.418297, 0.189329, 0.025495, 0.412208, 0.073095, 0.093872)  (0.073465, 0.540708, 0.413539, 0.187413, 0.040833, 0.396171, 0.086919, 0.074046)  (0.062611, 0.525994, 0.419936, 0.194028, 0.057461, 0.366217, 0.115074, 0.044640)  (0.055754, 0.503774, 0.435618, 0.208507, 0.057923, 0.340426, 0.138654, 0.037397)  (0.054850, 0.490747, 0.443704, 0.216544, 0.052819, 0.330331, 0.148439, 0.039271)  

9. (0.373166, 0.725038, 0.681855, 0.326354, 0.408000, 0.626403, 0.082522, 0.384863)  (0.378649, 0.743886, 0.691119, 0.313721, 0.381172, 0.614247, 0.084899, 0.378862)  (0.387122, 0.781048, 0.710217, 0.280256, 0.328363, 0.586610, 0.091506, 0.366275)  (0.389514, 0.815804, 0.729597, 0.237220, 0.263630, 0.561269, 0.096324, 0.357813)  (0.384361, 0.834072, 0.740254, 0.194749, 0.208350, 0.547123, 0.097057, 0.354041)  (0.371267, 0.837751, 0.738207, 0.159386, 0.167181, 0.540956, 0.096039, 0.348694)  (0.352160, 0.834961, 0.724701, 0.129669, 0.135148, 0.536106, 0.095831, 0.334718)  (0.326982, 0.831761, 0.702810, 0.102577, 0.106283, 0.527715, 0.097300, 0.310022)  (0.296841, 0.830592, 0.676746, 0.077532, 0.079260, 0.514516, 0.099950, 0.277430)  (0.266471, 0.831701, 0.651123, 0.055905, 0.055715, 0.499162, 0.102956, 0.243224)  (0.241350, 0.833034, 0.629211, 0.040175, 0.038354, 0.485602, 0.105628, 0.213506)  (0.223710, 0.830610, 0.610693, 0.031727, 0.028229, 0.476291, 0.107307, 0.190131)  (0.205503, 0.816734, 0.590915, 0.029597, 0.023816, 0.469230, 0.106268, 0.165120)  (0.160816, 0.779233, 0.570046, 0.027423, 0.019782, 0.459471, 0.101317, 0.117968)  (0.086463, 0.726754, 0.571764, 0.017658, 0.011479, 0.454309, 0.101939, 0.054665)  (0.050219, 0.699480, 0.584814, 0.012609, 0.007264, 0.458105, 0.108782, 0.027100)  (0.087272, 0.699674, 0.550801, 0.033880, 0.016230, 0.450170, 0.105658, 0.042307)  (0.139751, 0.668048, 0.508880, 0.102079, 0.036806, 0.452572, 0.111589, 0.064991)  (0.148613, 0.615309, 0.489091, 0.167766, 0.042303, 0.451466, 0.124896, 0.055556)  (0.135851, 0.579054, 0.484057, 0.201166, 0.032873, 0.435060, 0.113732, 0.051204)  (0.142187, 0.554864, 0.485134, 0.220871, 0.018362, 0.406218, 0.080864, 0.065393)  (0.094573, 0.557762, 0.452340, 0.200547, 0.039243, 0.407456, 0.083151, 0.073517)  (0.065036, 0.558977, 0.445360, 0.192882, 0.066717, 0.387270, 0.091823, 0.059615)  (0.051628, 0.544916, 0.458409, 0.200440, 0.081314, 0.354212, 0.111823, 0.041028)  (0.049043, 0.514017, 0.473559, 0.216919, 0.071864, 0.327079, 0.135731, 0.041483)  (0.050905, 0.495040, 0.479822, 0.226241, 0.060977, 0.316637, 0.147698, 0.046077)  

